DEBUG 2024-12-04 16:23:39,096 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/middleware/csrf.py first seen with mtime 1730366947.051821
DEBUG 2024-12-04 16:23:39,096 autoreload File /usr/lib64/python3.12/uuid.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,096 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/contrib/messages/storage/base.py first seen with mtime 1730366946.8578205
DEBUG 2024-12-04 16:23:39,096 autoreload File /usr/lib64/python3.12/fnmatch.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,096 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/db/models/fields/reverse_related.py first seen with mtime 1730366947.028821
DEBUG 2024-12-04 16:23:39,096 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/utils/formats.py first seen with mtime 1730366947.067821
DEBUG 2024-12-04 16:23:39,096 autoreload File /usr/lib64/python3.12/http/client.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,096 autoreload File /usr/lib64/python3.12/asyncio/base_subprocess.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,096 autoreload File /usr/lib64/python3.12/bisect.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,096 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/core/files/storage/mixins.py first seen with mtime 1730366946.999821
DEBUG 2024-12-04 16:23:39,096 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/core/checks/security/__init__.py first seen with mtime 1730366946.996821
DEBUG 2024-12-04 16:23:39,096 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/urls/base.py first seen with mtime 1730366947.061821
DEBUG 2024-12-04 16:23:39,096 autoreload File /usr/lib64/python3.12/email/mime/__init__.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,096 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/core/cache/utils.py first seen with mtime 1730366946.992821
DEBUG 2024-12-04 16:23:39,096 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/contrib/contenttypes/checks.py first seen with mtime 1730366946.7078204
DEBUG 2024-12-04 16:23:39,096 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/db/backends/base/validation.py first seen with mtime 1730366947.009821
DEBUG 2024-12-04 16:23:39,096 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/db/backends/utils.py first seen with mtime 1730366947.0078208
DEBUG 2024-12-04 16:23:39,096 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/db/models/query.py first seen with mtime 1730366947.024821
DEBUG 2024-12-04 16:23:39,096 autoreload File /usr/lib64/python3.12/email/headerregistry.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,096 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/dispatch/__init__.py first seen with mtime 1730366947.032821
DEBUG 2024-12-04 16:23:39,096 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/utils/lorem_ipsum.py first seen with mtime 1730366947.070821
DEBUG 2024-12-04 16:23:39,096 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/conf/__init__.py first seen with mtime 1730366946.4078197
DEBUG 2024-12-04 16:23:39,096 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/contrib/auth/models.py first seen with mtime 1730366946.6598203
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/contrib/admin/templatetags/admin_modify.py first seen with mtime 1730366946.61782
DEBUG 2024-12-04 16:23:39,097 autoreload File /usr/lib64/python3.12/copyreg.py first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/contrib/admin/views/autocomplete.py first seen with mtime 1730366946.61782
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/utils/cache.py first seen with mtime 1730366947.064821
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/sqlparse/engine/__init__.py first seen with mtime 1730366946.2498193
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/apps/config.py first seen with mtime 1730366946.4078197
DEBUG 2024-12-04 16:23:39,097 autoreload File /usr/lib64/python3.12/lib-dynload/_posixsubprocess.cpython-312-x86_64-linux-gnu.so first seen with mtime 1727740800.0
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/contrib/messages/__init__.py first seen with mtime 1730366946.8568206
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/db/backends/postgresql/creation.py first seen with mtime 1730366947.013821
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/asgiref/sync.py first seen with mtime 1730366946.3198195
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/utils/functional.py first seen with mtime 1730366947.067821
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/sqlparse/__init__.py first seen with mtime 1730366946.2478194
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/core/files/storage/handler.py first seen with mtime 1730366946.998821
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/django/views/__init__.py first seen with mtime 1730366947.074821
DEBUG 2024-12-04 16:23:39,097 autoreload File /home/tpopescu/Documents/Workspace/Facultate/DAW/proiect/venv/lib/python3.12/site-packages/psycopg2/extras.py first seen with mtime 1730903851.938177
